,Handle,Title,Type,Tags,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),description,Fabric,Embroidery,Craft,Fit,Delivery
1233,ayah-short-kurta-set-3455,Ayah Short Kurta Set,Short Kurta Set,"Beige, Comfortable Fit, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Cotton Tissue, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat",Beige,Dori Embroidery,4-5 Weeks,Handwoven Cotton Tissue,Comfortable Fit,,"This is a beige short panelled kurta in handwoven cotton tissue showcases a touch neckline with a subtle slit, full sleeves, and side pockets. It is paired with a yellow Pakistani salwar and a matching handwoven cotton tissue dupatta. Adorned with delicate light gold dori and zari embroidery, the set is further elevated by chatta patti borders. The contrast piping and gold lace detailing add a refined, luxurious touch to complete the ensemble.",Handwoven Cotton Tissue,Light gold dori and zari embroidery beautifully done with chatta patti work.,Dori Embroidery,Comfortable Fit,4-5 Weeks
1234,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1235,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1236,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1237,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1238,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1239,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1240,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1241,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1242,ayah-short-kurta-set-3455,,,,,,,,,,,,,,,
1243,abda-short-kurta-set-3457,Abda Short Kurta Set,Short Kurta Set,"Deep Red, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat",Deep Red,Aari Embroidery,4-5 Weeks,Handwoven Chanderi Silk,Loose Fit,,"This set features a deep red handwoven silk chanderi kurta, with a V-neckline, loose full sleeves, and side pockets. It is paired with a matching Pakistani salwar, crafted from handwoven silk chanderi and cotton tissue in a striking diagonal pattern,with a deep red handwoven cotton tissue dupatta. The ensemble is beautifully adorned with aari embroidery in gold and light zari, enhanced with delicate silk threads. The kurta and salwar are finished with refined piping and lace, while the dupatta showcases double-color piping and intricate lace detailing.",Handwoven Silk Chanderi,Aari embroidery with gold and light gold zari enhanced with silk threads.,Aari Embroidery,Loose Fit,4-5 Weeks
1244,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1245,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1246,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1247,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1248,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1249,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1250,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1251,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1252,abda-short-kurta-set-3457,,,,,,,,,,,,,,,
1253,gia-co-ordinate-set-3458,Gia Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, New, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This bottle green pure linen co-ordinate set exudes effortless elegance with its kimono-style shirt, adorned with a refined shirt collar and front buttons. Delicate beige silk thread floral embroidery graces the shoulders, adding a touch of sophistication. It is beautifully paired with matching straight-fit pants featuring side pockets, combining comfort with chic style.",Pure Linen,Silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1254,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1255,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1256,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1257,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1258,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1259,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1260,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1261,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1262,gia-co-ordinate-set-3458,,,,,,,,,,,,,,,
1263,aafreen-short-kurta-set-3452,Aafreen Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Cotton Tissue, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Ruby Pink, Sagan, Shiddat",Ruby Pink,Kasab embroidery,4-5 Weeks,Handwoven Cotton Tissue,Loose Fit,,"This short panelled A-line kurta set in ruby pink handwoven cotton tissue with V neckline, three-quarter loose sleeves, and side pockets, paired with a natural beige Pakistani salwar and a handwoven cotton tissue dupatta. The set features exquisite kasab and zari embroidery in delicate floral motifs, enhanced with gold sequins. It is finished with contrast piping, while the dupatta boasts beautifully scalloped edges.",Handwoven Cotton Tissue,"Kasab and zari embroidery, enhanced with gold sequins.",Kasab embroidery,Loose Fit,4-5 Weeks
1264,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1265,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1266,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1267,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1268,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1269,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1270,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1271,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1272,aafreen-short-kurta-set-3452,,,,,,,,,,,,,,,
1273,raniya-short-anarkali-set-3442,Raniya Short Anarkali Set,Short Anarkali Set,"DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat, Yellow",Yellow,Zari Work,4-5 Weeks,Handwoven Chanderi Silk,Loose Fit,,"A yellow short anarkali in handwoven silk chanderi with a round neckline, slit, full sleeves and side pockets, paired with a matching handwoven silk chanderi Pakistani salwar and a natural beige handwoven cotton tissue dupatta. The set features gold zari and silk thread embroidery in floral and paisley motifs, finished with beige piping as a border. The dupatta has a scalloped border all over.",Handwoven Silk Chanderi,Light gold zari and multi-colour silk thread embroidery.,Zari Work,Loose Fit,4-5 Weeks
1274,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1275,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1276,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1277,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1278,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1279,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1280,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1281,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1282,raniya-short-anarkali-set-3442,,,,,,,,,,,,,,,
1283,jeeva-co-ordinate-set-3461,Jeeva Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, New, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This is a bottle green pure linen co-ordinate set features a top with stand collar, embellished with delicate lace and tassels, complemented by gathered sleeves and intricate gathers on the shoulders and yoke. It pairs with matching flared pants, adorned with vibrant multi-color silk thread embroidery on the cuffs and side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1284,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1285,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1286,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1287,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1288,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1289,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1290,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1291,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1292,jeeva-co-ordinate-set-3461,,,,,,,,,,,,,,,
1293,avya-co-ordinate-set-3459,Avya Co ordinate Set,Co-ordinate Set,"Black, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, New, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This black pure linen co-ordinate set is a vision of refined elegance. The high-low shirt features a sleek mandarin collar, front buttons, and side slits, with full sleeves, finished with cuffs. Paired with matching pleated pants that include side pockets, with sheer black silk organza layer draped from the shoulders, adorned with tonal silk thread embroidery.",Pure Linen,Silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1294,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1295,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1296,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1297,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1298,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1299,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1300,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1301,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1302,avya-co-ordinate-set-3459,,,,,,,,,,,,,,,
1303,azra-short-kurta-set-3454,Azra Short Kurta Set,Short Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Cotton Tissue, Luxury Pret, Mehendi, New, Not On Sale, Ruby Pink, Sagan, Shiddat",Ruby Pink,Dori Embroidery,4-5 Weeks,Handwoven Cotton Tissue,Comfortable Fit,,"This ruby pink short panelled kurta in handwoven cotton tissue with touch neckline, delicate slit, full sleeves and side pockets, with a matching Pakistani salwar and pure silk organza dupatta. The set is beautifully adorned with intricate light gold dori and zari embroidery, with chatta patti embroidery gracing the borders for a touch of artistry. Double-color piping and gold lace detailing add a luxurious finish.",Handwoven Cotton Tissue,Light gold dori and zari embroidery beautifully done with chatta patti work.,Dori Embroidery,Comfortable Fit,4-5 Weeks
1304,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1305,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1306,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1307,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1308,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1309,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1310,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1311,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1312,azra-short-kurta-set-3454,,,,,,,,,,,,,,,
1313,aamina-short-kurta-set-3453,Aamina Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Cotton Tissue, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Olive green, Sagan, Shiddat",Olive Green,Kasab embroidery,4-5 Weeks,Handwoven Cotton Tissue,Loose Fit,,"This olive green short panelled A-line kurta set in handwoven cotton tissue features a V neckline, loose three-quarter sleeves, and side pockets. It pairs with a dark purple Pakistani salwar and a beige handwoven cotton tissue dupatta. Adorned with kasab and zari floral embroidery, enhanced by gold sequins, the set is finished with contrast piping and scalloped edges on the dupatta for a refined touch.",Handwoven Cotton Tissue,"Kasab and zari embroidery, enhanced with gold sequins.",Kasab embroidery,Loose Fit,4-5 Weeks
1314,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1315,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1316,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1317,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1318,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1319,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1320,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1321,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1322,aamina-short-kurta-set-3453,,,,,,,,,,,,,,,
1323,salima-short-anarkali-set-3443,Salima Short Anarkali Set,Short Anarkali Set,"Dark Green, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat",Dark Green,Zari Work,4-5 Weeks,Handwoven Chanderi Silk,Loose Fit,,"This is a dark green short anarkali in handwoven silk chanderi, with its round neckline, slit, full sleeves, and side pockets, paired with a matching handwoven silk chanderi Pakistani salwar and a natural beige cotton tissue dupatta. Adorned with gold zari and silk thread embroidery in floral and paisley motifs, finished with beige piping and scalloped border.",Handwoven Silk Chanderi,Light gold zari and multi-colour silk thread embroidery.,Zari Work,Loose Fit,4-5 Weeks
1324,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1325,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1326,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1327,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1328,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1329,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1330,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1331,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1332,salima-short-anarkali-set-3443,,,,,,,,,,,,,,,
1333,rashida-short-kurta-set-3441,Rashida Short Kurta Set,Short Kurta Set,"Couture, DLVRY 4-5 Weeks, Festive, Haldi, Loose Fit, Mehendi, New, Not On Sale, Party Wear, Pure Silk, Sagan, Shiddat, Yellow",Yellow,Dori Embroidery,4-5 Weeks,Pure Silk,Loose Fit,,"This A-line panelled short kurta in vibrant yellow pure silk is elegantly designed with a round neck, adorned with decorative tassels, full sleeves, and practical side pockets. It pairs matching Pakistani salwar and a pure silk organza dupatta, adorned with light gold dori and multi-color silk thread embroidery, enhanced with sequins and pearls. Dual-color piping and pearl lace at the hemlines add a refined and graceful finishing touch.",Pure Silk,"Light gold dori and multi-color silk thread embroidery, enhanced with sequins and pearls.",Dori Embroidery,Loose Fit,4-5 Weeks
1334,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1335,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1336,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1337,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1338,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1339,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1340,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1341,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1342,rashida-short-kurta-set-3441,,,,,,,,,,,,,,,
1343,najiya-short-kurta-set-3440,Najiya Short Kurta Set,Short Kurta Set,"Comfortable Fit, Couture, Deep Red, DLVRY 4-6 Weeks, Engagement, Festive, New, Not On Sale, Rawsilk, Reception, Sagan, Sangeet, Shiddat",Deep Red,Zari Work,4-6 Weeks,Raw Silk,Comfortable Fit,,"This deep red raw silk short panelled kurta set features a high neck with a back slit and tassels, full sleeves, and matching straight-fit pants with side pockets, paired with a pure silk organza dupatta. Adorned with intricate applique work and antique gold zari embroidery in floral patterns, the outfit sparkles with antique gold sequins, copper coins, and pearls. The dupatta complements with matching gold zari embroidery and sequins, while dual-color piping and lace at the hemlines add the finishing touch.",Rawsilk,"Applique work and antique gold zari embroidery enhanced with sequins, copper coins, and pearls,",Zari Work,Comfortable Fit,4-6 Weeks
1344,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1345,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1346,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1347,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1348,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1349,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1350,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1351,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1352,najiya-short-kurta-set-3440,,,,,,,,,,,,,,,
1353,kamila-short-kurta-set-3439,Kamila Short Kurta Set,Short Kurta Set,"Comfortable Fit, Couture, Dark Green, DLVRY 4-6 Weeks, Engagement, Festive, New, Not On Sale, Rawsilk, Reception, Sagan, Sangeet, Shiddat",Dark Green,Zari Work,4-6 Weeks,Raw Silk,Comfortable Fit,,"This asymmetrical short kurta in rich dark green raw silk boasts a V-neck and full sleeves, exuding classic elegance, paired with a matching Pakistani salwar and a handwoven beige cotton tissue dupatta. The kurta is graced with intricate gold zari patri work in a delicate jaal pattern, while the dupatta features lush green silk thread floral embroidery. Finished with piping, gold lace, and tassels.",Rawsilk,Intricate gold zari patri work with silk thread embroidery.,Zari Work,Comfortable Fit,4-6 Weeks
1354,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1355,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1356,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1357,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1358,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1359,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1360,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1361,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1362,kamila-short-kurta-set-3439,,,,,,,,,,,,,,,
1363,noushin-short-kurta-set-3438,Noushin Short Kurta Set,Short Kurta Set,"Beige, Comfortable Fit, Couture, DLVRY 4-6 Weeks, Engagement, Festive, New, Not On Sale, Rawsilk, Reception, Sagan, Sangeet, Shiddat, Wedding",Beige,Aari Embroidery,4-6 Weeks,Raw Silk,Comfortable Fit,,"This is a beige raw silk short panelled kurta with a touch neck and three-quarter sleeves, paired with a beige Pakistani salwar in banarasi brocade and a handwoven cotton tissue dupatta, also in beige. The kurta set is adorned with gold zari with multi-color silk thread aari embroidery, and applique work at the salwar as border enhanced with gold sequins, finished with scalloped border, tassels and lace.",Rawsilk,"Gold zari with multi-color silk thread aari embroidery, and applique work, enhanced with gold sequins.",Aari Embroidery,Comfortable Fit,4-6 Weeks
1364,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1365,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1366,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1367,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1368,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1369,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1370,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1371,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1372,noushin-short-kurta-set-3438,,,,,,,,,,,,,,,
1373,nusrat-short-kurta-set-3437,Nusrat Short Kurta Set,Short Kurta Set,"Comfortable Fit, Couture, Dark Green, DLVRY 4-6 Weeks, Engagement, Festive, New, Not On Sale, Rawsilk, Reception, Sagan, Sangeet, Shiddat, Wedding",Dark Green,Aari Embroidery,4-6 Weeks,Raw Silk,Comfortable Fit,,"This is a dark green raw silk short panelled kurta with a touch neck and a slit, complemented by three-quarter sleeves, paired with a beige Pakistani salwar made of pure silk and a handwoven cotton tissue dupatta in beige. Adorned with gold zari and multi-color silk thread aari embroidery with pitta work, enhanced with gold sequins and pearls. The set is finished with piping lace and tassels.",Rawsilk,"Gold zari and multi-color silk thread aari embroidery with pitta work, the set is enhanced with gold sequins, and pearls.",Aari Embroidery,Comfortable Fit,4-6 Weeks
1374,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1375,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1376,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1377,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1378,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1379,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1380,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1381,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1382,nusrat-short-kurta-set-3437,,,,,,,,,,,,,,,
1383,maira-short-kurta-set-3436,Maira Short Kurta Set,Short Kurta Set,"Comfortable Fit, Couture, Dark Purple, DLVRY 4-6 Weeks, Engagement, Festive, New, Not On Sale, Rawsilk, Reception, Sagan, Sangeet, Shiddat, Wedding",Dark Purple,Aari Embroidery,4-6 Weeks,Raw Silk,Comfortable Fit,,"A dark purple short panelled kurta in raw silk, featuring a round neck with slit, full sleeves and side pockets, paired with a yellow banarasi brocade Pakistani salwar, a banarasi silk slip in purple colour and a handwoven silk tissue dupatta in green. The set is adorned with aari embroidery using multi-color silk threads, enhanced with gold sequins. The set is finished with scallops at the hemline.",Rawsilk,Aari embroidery with gold zari and multi-colour silk threads enhanced with sequins.,Aari Embroidery,Comfortable Fit,4-6 Weeks
1384,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1385,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1386,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1387,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1388,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1389,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1390,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1391,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1392,maira-short-kurta-set-3436,,,,,,,,,,,,,,,
1393,latifa-long-kurta-set-3435,Latifa Long Kurta Set,Long Kurta Set,"Comfortable Fit, Couture, DLVRY 4-6 Weeks, Engagement, Festive, New, Not On Sale, Rawsilk, Reception, Ruby Pink, Sagan, Sangeet, Shiddat, Wedding",Ruby Pink,Dori Embroidery,4-6 Weeks,Raw Silk,Comfortable Fit,,"A long panelled kurta set in raw silk ruby pink, featuring a chinese collar with a slit, tassels, and full sleeves, paired with a dark green Pakistani salwar in raw silk and a pure silk organza dupatta in ruby pink. The set showcases gold dori embroidery with applique work along the border of the kurta and salwar, and chatta patti work on the dupatta, all enhanced with gold sequins. The set is finished with double-color piping, gold lace, and scalloped dupatta.",Rawsilk,"Gold dori embroidery, applique work with chatta patti embroidery, enhanced with gold sequins.",Dori Embroidery,Comfortable Fit,4-6 Weeks
