,Handle,Title,Type,Tags,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),description,Fabric,Embroidery,Craft,Fit,Delivery
5591,surmayi-kurta-set,,,,,,,,,,,,,,,
5592,surmayi-kurta-set,,,,,,,,,,,,,,,
5593,surmayi-kurta-set,,,,,,,,,,,,,,,
5594,surmayi-kurta-set,,,,,,,,,,,,,,,
5595,surmayi-kurta-set,,,,,,,,,,,,,,,
5596,surmayi-kurta-set,,,,,,,,,,,,,,,
5597,surmayi-kurta-set,,,,,,,,,,,,,,,
5598,surmayi-kurta-set,,,,,,,,,,,,,,,
5599,surmayi-kurta-set,,,,,,,,,,,,,,,
5600,chandra-majenta-kurta-set,Chandra Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Magenta, Not On Sale, Pret, Rang, Silk",Magenta,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a magenta silk kurta enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching silk pants and an embroidered beige organza dupatta.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5601,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5602,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5603,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5604,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5605,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5606,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5607,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5608,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5609,chandra-majenta-kurta-set,,,,,,,,,,,,,,,
5610,basanti-majenta-kurta-set,Basanti Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Magenta, Not On Sale, Pret, Rang, Silk",Magenta,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,This is a magenta silk kurta enhanced with embroidered floral butis and appliqué work. It comes with a pair of dark green silk salwar and a color blocked organza dupatta with gota work.,Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5611,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5612,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5613,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5614,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5615,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5616,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5617,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5618,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5619,basanti-majenta-kurta-set,,,,,,,,,,,,,,,
5620,bahara-majenta-kurta-set,Bahara Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Magenta, Not On Sale, Pret, Rang, Silk",Magenta,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,This is a magenta silk kurta enhanced with embroidered floral butis. It comes with a pair of matching silk pants with appliqué work and a color blocked organza dupatta.,Silk,Zari and resham threadwork,"Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5621,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5622,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5623,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5624,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5625,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5626,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5627,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5628,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5629,bahara-majenta-kurta-set,,,,,,,,,,,,,,,
5630,ahila-majenta-kurta-set,Ahila Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Magenta, Not On Sale, Pret, Rang, Silk",Magenta,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a magenta silk kurta enhanced with floral appliqué work motifs and zari embroidery. It comes with a pair of matching lycra georgette churidar pants and a matching embroidered georgette dupatta.,Silk,Zari work,Appliqué and zari work,Comfort fit,6 weeks
5631,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5632,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5633,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5634,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5635,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5636,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5637,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5638,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5639,ahila-majenta-kurta-set,,,,,,,,,,,,,,,
5640,mohini-dark-red-kurta-set,Mohini Kurta Set,Kurta Set,"Comfort fit, Darkred, DLVRY 6 weeks, Not On Sale, Pret, Rang, Silk",Dark Red,Zari and Resham Thread Embroidery,6 Weeks,Silk,Comfortable Fit,,This is a dark red silk kurta embroidered with floral butis. It comes with a pair of dark red lycra crepe churidar and a colour blocked organza dupatta.,Silk,Zari and resham threadwork,Zari and resham threadwork,Comfort fit,6 weeks
5641,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5642,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5643,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5644,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5645,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5646,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5647,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5648,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5649,mohini-dark-red-kurta-set,,,,,,,,,,,,,,,
5650,fulki-dark-red-kurta-set,Fulki Kurta Set,Kurta Set,"Comfort fit, Darkred, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Dark Red,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a dark red silk kurta enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching churidar and a matching georgette dupatta.,Silk,"Appliqué, aari work and resham threadwork","Appliqué, aari work and resham threadwork",Comfort fit,6 weeks
5651,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5652,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5653,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5654,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5655,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5656,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5657,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5658,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5659,fulki-dark-red-kurta-set,,,,,,,,,,,,,,,
5660,fulki-dark-green-kurta-set,Fulki Kurta Set,Kurta Set,"Comfort fit, Darkgreen, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Dark Green,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a dark green silk kurta enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching churidar and a matching georgette dupatta.,Silk,"Appliqué, aari work and resham threadwork","Appliqué, aari work and resham threadwork",Comfort fit,6 weeks
5661,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5662,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5663,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5664,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5665,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5666,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5667,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5668,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5669,fulki-dark-green-kurta-set,,,,,,,,,,,,,,,
5670,charvi-goldenrod-kurta-set,Charvi Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Goldenrod, Not On Sale, Pret, Rang, Silk",Goldenrod,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a goldenrod silk kurta set enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching silk salwar and a beige georgette dupatta emnroidered with resham threads and scallops.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5671,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5672,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5673,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5674,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5675,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5676,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5677,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5678,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5679,charvi-goldenrod-kurta-set,,,,,,,,,,,,,,,
5680,charvi-deep-pink-kurta-set,Charvi Kurta Set,Kurta Set,"Comfort fit, Deeppink, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Deep Pink,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a deep pink silk kurta set enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching silk salwar and a blue georgette dupatta emnroidered with resham threads and scallops.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5681,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5682,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5683,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5684,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5685,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5686,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5687,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5688,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5689,charvi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5690,esha-yellow-green-kurta-set,Esha Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk, Yellow Green",Yellow Green,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a yellow green silk kurta enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching silk pants and a scalloped organza dupatta.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5691,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5692,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5693,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5694,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5695,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5696,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5697,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5698,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5699,esha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5700,esha-blue-kurta-set,Esha Kurta Set,Kurta Set,"Blue, Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Blue,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a blue silk kurta enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching silk pants and a scalloped organza dupatta.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5701,esha-blue-kurta-set,,,,,,,,,,,,,,,
5702,esha-blue-kurta-set,,,,,,,,,,,,,,,
5703,esha-blue-kurta-set,,,,,,,,,,,,,,,
5704,esha-blue-kurta-set,,,,,,,,,,,,,,,
5705,esha-blue-kurta-set,,,,,,,,,,,,,,,
5706,esha-blue-kurta-set,,,,,,,,,,,,,,,
5707,esha-blue-kurta-set,,,,,,,,,,,,,,,
5708,esha-blue-kurta-set,,,,,,,,,,,,,,,
5709,esha-blue-kurta-set,,,,,,,,,,,,,,,
5710,chadna-purple-kurta-set,Chadna Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Purple, Rang, Silk",Purple,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This set features a purple silk kurta enhanced with floral appliqué work motifs and a pair of matching silk pants.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5711,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5712,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5713,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5714,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5715,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5716,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5717,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5718,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5719,chadna-purple-kurta-set,,,,,,,,,,,,,,,
5720,chadna-deep-pink-kurta-set,Chadna Kurta Set,Kurta Set,"Comfort fit, Deeppink, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Deep Pink,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This set features a deep pink silk kurta enhanced with floral appliqué work motifs and a pair of matching silk pants.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5721,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5722,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5723,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5724,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5725,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5726,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5727,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5728,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5729,chadna-deep-pink-kurta-set,,,,,,,,,,,,,,,
5730,chandra-goldenrod-kurta-set,Chandra Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Goldenrod, Not On Sale, Pret, Rang, Silk",Goldenrod,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a goldenrod silk kurta enhanced with floral appliqué work motifs and resham threadwork. It comes with a pair of matching silk pants and an embroidered beige organza dupatta.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5731,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5732,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5733,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5734,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5735,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5736,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5737,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5738,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5739,chandra-goldenrod-kurta-set,,,,,,,,,,,,,,,
5740,guncha-purple-kurta-set,Guncha Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Purple, Rang, Silk",Purple,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a purple silk kurta enhanced with big floral appliqué work motifs and resham threadwork. It comes with a pair of matching embroidered salwar and a matching scalloped organza scarf.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5741,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5742,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5743,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5744,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5745,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5746,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5747,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5748,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5749,guncha-purple-kurta-set,,,,,,,,,,,,,,,
5750,guncha-yellow-green-kurta-set,Guncha Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk, Yellow Green",Yellow Green,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a yellow green silk kurta enhanced with big floral appliqué work motifs and resham threadwork. It comes with a pair of matching embroidered salwar and a matching scalloped organza scarf.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5751,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5752,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5753,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5754,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5755,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5756,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5757,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5758,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5759,guncha-yellow-green-kurta-set,,,,,,,,,,,,,,,
5760,phool-purple-kurta-set,Phool Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Purple, Rang, Silk",Purple,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,"This is a purple silk kurta embroidered with floral appliqué work motifs, ehanced with zari and resham threadwork. It comes with a pair of goldenrod silk pants and zari embroidered purple organza scalloped dupatta.",Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5761,phool-purple-kurta-set,,,,,,,,,,,,,,,
5762,phool-purple-kurta-set,,,,,,,,,,,,,,,
5763,phool-purple-kurta-set,,,,,,,,,,,,,,,
5764,phool-purple-kurta-set,,,,,,,,,,,,,,,
5765,phool-purple-kurta-set,,,,,,,,,,,,,,,
5766,phool-purple-kurta-set,,,,,,,,,,,,,,,
5767,phool-purple-kurta-set,,,,,,,,,,,,,,,
5768,phool-purple-kurta-set,,,,,,,,,,,,,,,
5769,phool-purple-kurta-set,,,,,,,,,,,,,,,
5770,phool-deep-pink-kurta-set,Phool Kurta Set,Kurta Set,"Comfort fit, Deeppink, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Deep Pink,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,"This is a deep pink silk kurta embroidered with floral appliqué work motifs, ehanced with zari and resham threadwork. It comes with a pair of dark green silk pants and zari embroidered deep pink organza scalloped dupatta.",Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5771,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5772,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5773,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5774,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5775,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5776,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5777,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5778,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5779,phool-deep-pink-kurta-set,,,,,,,,,,,,,,,
5780,anokhi-dark-red-kurta-set,Anokhi Kurta Set,Kurta Set,"Comfort fit, Darkred, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Dark Red,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,"This is a deep red silk kurta enhanced with floral butis and appliqué work on the sleeves. It comes with a pair of embroidered purple silk pants, and a black organza dupatta with gota work and scallops.",Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5781,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5782,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5783,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5784,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5785,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5786,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5787,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5788,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5789,anokhi-dark-red-kurta-set,,,,,,,,,,,,,,,
5790,anokhi-black-kurta-set,Anokhi Kurta Set,Kurta Set,"Black, Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Black,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,"This is a black silk kurta enhanced with floral butis and appliqué work on the sleeves. It comes with a pair of embroidered goldenrod silk pants, and a black organza dupatta with gota work and scallops.",Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5791,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5792,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5793,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5794,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5795,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5796,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5797,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5798,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5799,anokhi-black-kurta-set,,,,,,,,,,,,,,,
5800,pallavi-deep-pink-kurta-set,Pallavi Kurta Set,Kurta Set,"Comfort fit, Deeppink, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Deep Pink,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,"This is a deep pink silk kurta embroidered with floral appliqué work butis, enhanced with zari and resham threadwork. It comes with a pair of matching silk pants and an embroidered goldenrod organza scalloped dupatta.",Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5801,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5802,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5803,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5804,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5805,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5806,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5807,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5808,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5809,pallavi-deep-pink-kurta-set,,,,,,,,,,,,,,,
5810,pallavi-black-kurta-set,Pallavi Kurta Set,Kurta Set,"Black, Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Black,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,"This is a black silk kurta embroidered with floral appliqué work butis, enhanced with zari and resham threadwork. It comes with a pair of matching silk pants and an embroidered blue organza scalloped dupatta.",Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5811,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5812,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5813,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5814,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5815,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5816,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5817,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5818,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5819,pallavi-black-kurta-set,,,,,,,,,,,,,,,
5820,basanti-goldenrod-kurta-set,Basanti Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Goldenrod, Not On Sale, Pret, Rang, Silk",Goldenrod,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,This is a goldenrod silk kurta enhanced with embroidered floral butis and appliqué work. It comes with a pair of purple silk salwar and a color blocked organza dupatta with gota work.,Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5821,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5822,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5823,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5824,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5825,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5826,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5827,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5828,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5829,basanti-goldenrod-kurta-set,,,,,,,,,,,,,,,
5830,muskaan-purple-kurta-set,Muskaan Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Purple, Rang, Silk",Purple,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,This is a purple silk kurta enhanced with floral butis and appliqué work on deep pink silk pants. It comes with a purple organza dupatta embroidered with gota.,Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5831,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5832,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5833,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5834,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5835,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5836,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5837,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5838,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5839,muskaan-purple-kurta-set,,,,,,,,,,,,,,,
5840,muskaan-yellow-green-kurta-set,Muskaan Kurta Set,Kurta Set,"Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk, Yellow Green",Yellow Green,"Zari, applique and resham threadwork",6 Weeks,Silk,Comfortable Fit,,This is a yellow green silk kurta enhanced with floral butis and appliqué work on blue silk pants. It comes with a yellow green organza dupatta embroidered with gota.,Silk,"Zari, appliqué and resham threadwork","Zari, appliqué and resham threadwork",Comfort fit,6 weeks
5841,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5842,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5843,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5844,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5845,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5846,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5847,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5848,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5849,muskaan-yellow-green-kurta-set,,,,,,,,,,,,,,,
5850,kosha-black-kurta-set,Kosha Kurta Set,Kurta Set,"Black, Comfort fit, DLVRY 6 weeks, Festive, Not On Sale, Pret, Rang, Silk",Black,Appliqué Work,6 Weeks,Silk,Comfortable Fit,,This is a black silk kurta enhanced with floral appliqué work butis and resham threadwork. It comes with a pair of matching lycra georgette churidar pants and a matching embroidered organza dupatta.,Silk,Appliqué and resham threadwork,Appliqué and resham threadwork,Comfort fit,6 weeks
5851,kosha-black-kurta-set,,,,,,,,,,,,,,,
5852,kosha-black-kurta-set,,,,,,,,,,,,,,,
5853,kosha-black-kurta-set,,,,,,,,,,,,,,,
5854,kosha-black-kurta-set,,,,,,,,,,,,,,,
5855,kosha-black-kurta-set,,,,,,,,,,,,,,,
